LAUS,State,County,id,Name,Year,Labor_Force,Employed,Unemployed,rate
CN1211700000000,12,117,12117,"Seminole County, FL",2022,"263,804     ","256,782     ","7,022     ",2.7     
CN1211900000000,12,119,12119,"Sumter County, FL",2022,"37,346     ","35,829     ","1,517     ",4.1     
CN1212100000000,12,121,12121,"Suwannee County, FL",2022,"17,531     ","16,963     ",568     ,3.2     
CN1212300000000,12,123,12123,"Taylor County, FL",2022,"8,085     ","7,815     ",270     ,3.3     
CN1212500000000,12,125,12125,"Union County, FL",2022,"4,518     ","4,386     ",132     ,2.9     
CN1212700000000,12,127,12127,"Volusia County, FL",2022,"266,061     ","257,682     ","8,379     ",3.1     
CN1212900000000,12,129,12129,"Wakulla County, FL",2022,"15,991     ","15,589     ",402     ,2.5     
CN1213100000000,12,131,12131,"Walton County, FL",2022,"35,024     ","34,130     ",894     ,2.6     
CN1213300000000,12,133,12133,"Washington County, FL",2022,"9,795     ","9,482     ",313     ,3.2     
CN1300100000000,13,001,13001,"Appling County, GA",2022,"9,346     ","9,011     ",335     ,3.6     
CN1300300000000,13,003,13003,"Atkinson County, GA",2022,"4,374     ","4,254     ",120     ,2.7     
CN1300500000000,13,005,13005,"Bacon County, GA",2022,"4,879     ","4,736     ",143     ,2.9     
CN1300700000000,13,007,13007,"Baker County, GA",2022,"1,119     ","1,074     ",45     ,4.0     
CN1300900000000,13,009,13009,"Baldwin County, GA",2022,"17,754     ","17,047     ",707     ,4.0     
CN1301100000000,13,011,13011,"Banks County, GA",2022,"10,897     ","10,653     ",244     ,2.2     
CN1301300000000,13,013,13013,"Barrow County, GA",2022,"43,097     ","42,011     ","1,086     ",2.5     
CN1301500000000,13,015,13015,"Bartow County, GA",2022,"52,316     ","50,813     ","1,503     ",2.9     
CN1301700000000,13,017,13017,"Ben Hill County, GA",2022,"5,592     ","5,350     ",242     ,4.3     
CN1301900000000,13,019,13019,"Berrien County, GA",2022,"7,772     ","7,525     ",247     ,3.2     
CN1302100000000,13,021,13021,"Bibb County, GA",2022,"65,430     ","62,987     ","2,443     ",3.7     
CN1302300000000,13,023,13023,"Bleckley County, GA",2022,"4,546     ","4,350     ",196     ,4.3     
CN1302500000000,13,025,13025,"Brantley County, GA",2022,"7,415     ","7,159     ",256     ,3.5     
CN1302700000000,13,027,13027,"Brooks County, GA",2022,"6,701     ","6,493     ",208     ,3.1     
CN1302900000000,13,029,13029,"Bryan County, GA",2022,"20,150     ","19,627     ",523     ,2.6     
CN1303100000000,13,031,13031,"Bulloch County, GA",2022,"38,398     ","37,095     ","1,303     ",3.4     
CN1303300000000,13,033,13033,"Burke County, GA",2022,"9,019     ","8,551     ",468     ,5.2     
CN1303500000000,13,035,13035,"Butts County, GA",2022,"11,337     ","11,023     ",314     ,2.8     
CN1303700000000,13,037,13037,"Calhoun County, GA",2022,"2,189     ","2,119     ",70     ,3.2     
CN1303900000000,13,039,13039,"Camden County, GA",2022,"21,930     ","21,276     ",654     ,3.0     
CN1304300000000,13,043,13043,"Candler County, GA",2022,"6,089     ","5,942     ",147     ,2.4     
CN1304500000000,13,045,13045,"Carroll County, GA",2022,"57,286     ","55,530     ","1,756     ",3.1     
CN1304700000000,13,047,13047,"Catoosa County, GA",2022,"33,352     ","32,456     ",896     ,2.7     
CN1304900000000,13,049,13049,"Charlton County, GA",2022,"5,076     ","4,918     ",158     ,3.1     
CN1305100000000,13,051,13051,"Chatham County, GA",2022,"144,226     ","139,858     ","4,368     ",3.0     
CN1305300000000,13,053,13053,"Chattahoochee County, GA",2022,"1,909     ","1,822     ",87     ,4.6     
CN1305500000000,13,055,13055,"Chattooga County, GA",2022,"9,240     ","8,852     ",388     ,4.2     
CN1305700000000,13,057,13057,"Cherokee County, GA",2022,"142,815     ","139,453     ","3,362     ",2.4     
CN1305900000000,13,059,13059,"Clarke County, GA",2022,"57,891     ","55,977     ","1,914     ",3.3     
CN1306100000000,13,061,13061,"Clay County, GA",2022,831     ,775     ,56     ,6.7     
CN1306300000000,13,063,13063,"Clayton County, GA",2022,"140,266     ","134,765     ","5,501     ",3.9     
CN1306500000000,13,065,13065,"Clinch County, GA",2022,"3,031     ","2,947     ",84     ,2.8     
CN1306700000000,13,067,13067,"Cobb County, GA",2022,"431,657     ","420,518     ","11,139     ",2.6     
CN1306900000000,13,069,13069,"Coffee County, GA",2022,"18,792     ","18,128     ",664     ,3.5     
CN1307100000000,13,071,13071,"Colquitt County, GA",2022,"21,979     ","21,355     ",624     ,2.8     
CN1307300000000,13,073,13073,"Columbia County, GA",2022,"75,917     ","73,779     ","2,138     ",2.8     
CN1307500000000,13,075,13075,"Cook County, GA",2022,"8,223     ","7,968     ",255     ,3.1     
CN1307700000000,13,077,13077,"Coweta County, GA",2022,"77,762     ","75,691     ","2,071     ",2.7     
CN1307900000000,13,079,13079,"Crawford County, GA",2022,"5,371     ","5,203     ",168     ,3.1     
CN1308100000000,13,081,13081,"Crisp County, GA",2022,"9,763     ","9,351     ",412     ,4.2     
CN1308300000000,13,083,13083,"Dade County, GA",2022,"8,026     ","7,816     ",210     ,2.6     
CN1308500000000,13,085,13085,"Dawson County, GA",2022,"13,427     ","13,097     ",330     ,2.5     
CN1308700000000,13,087,13087,"Decatur County, GA",2022,"11,823     ","11,440     ",383     ,3.2     
CN1308900000000,13,089,13089,"DeKalb County, GA",2022,"405,397     ","392,693     ","12,704     ",3.1     
CN1309100000000,13,091,13091,"Dodge County, GA",2022,"6,897     ","6,639     ",258     ,3.7     
CN1309300000000,13,093,13093,"Dooly County, GA",2022,"4,772     ","4,583     ",189     ,4.0     
CN1309500000000,13,095,13095,"Dougherty County, GA",2022,"36,369     ","34,798     ","1,571     ",4.3     
